Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years
14.1,Low Fat,0.125756824,Fruits and Vegetables,87.1198,Small,Tier 2,Supermarket Type1,9
20.35,Regular,0.252865979,Meat,82.7276,Small,Tier 3,Grocery Store,15
7.02,Low Fat,0.049844650500000004,Dairy,83.825,Small,Tier 2,Supermarket Type1,6
16.35,Non-Edible,0.034778094,Household,127.902,Small,Tier 2,Supermarket Type1,6
20.1,Regular,0.054410179,Frozen Foods,151.3366,High,Tier 3,Supermarket Type1,26
9.1,Regular,0.00799548,Frozen Foods,78.5618,Medium,Tier 3,Supermarket Type3,28
21.35,Low Fat,0.068489201,Canned,259.3278,Medium,Tier 3,Supermarket Type3,28
7.145,Low Fat,0.01785932,Frozen Foods,160.6578,Medium,Tier 3,Supermarket Type2,4
18.1,Low Fat,0.297883712,Dairy,156.7288,Small,Tier 3,Grocery Store,15
8.93,Non-Edible,0.022059594,Household,56.0614,Small,Tier 3,Grocery Store,15
5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,Small,Tier 2,Supermarket Type1,11
7.725,Low Fat,0.047551568,Canned,249.1092,Medium,Tier 3,Supermarket Type3,28
8.985,Regular,0.0578857385,Frozen Foods,130.531,Medium,Tier 3,Supermarket Type3,28
15.85,Low Fat,0.081914677,Breads,177.637,Medium,Tier 1,Supermarket Type1,14
6.89,Regular,0.136705075,Snack Foods,194.882,Small,Tier 2,Supermarket Type1,11
19.25,Non-Edible,0.108470504,Household,33.4558,Medium,Tier 3,Supermarket Type2,4
15.1,Low Fat,0.096658404,Fruits and Vegetables,216.9166,Small,Tier 1,Grocery Store,28
17.5,Low Fat,0.015485016,Fruits and Vegetables,185.6266,Medium,Tier 3,Supermarket Type3,28
5.88,Low Fat,0.086945823,Frozen Foods,152.9998,Small,Tier 2,Supermarket Type1,6
11.8,Low Fat,0.121848436,Fruits and Vegetables,46.5402,Small,Tier 3,Grocery Store,15
8.5,Low Fat,0.163838951,Canned,51.3324,Small,Tier 3,Grocery Store,15
13.65,Low Fat,0.065898197,Frozen Foods,46.1402,Medium,Tier 3,Supermarket Type2,4
15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,Small,Tier 2,Supermarket Type1,6
12.6,Low Fat,0.024194731,Dairy,36.1874,Small,Tier 1,Supermarket Type1,16
10.6,Low Fat,0.056884225,Dairy,231.9642,Medium,Tier 1,Supermarket Type1,14
18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,High,Tier 3,Supermarket Type1,26
17.1,Non-Edible,0.038730229,Household,166.2842,Small,Tier 2,Supermarket Type1,9
9.895,Regular,0.048761046,Frozen Foods,260.5278,Small,Tier 2,Supermarket Type1,11
7.5,Non-Edible,0.036382524,Health and Hygiene,177.9028,Medium,Tier 3,Supermarket Type2,4
18.25,Low Fat,0.079152918,Frozen Foods,223.8062,High,Tier 3,Supermarket Type1,26
7.825,Non-Edible,0.186825823,Household,253.5698,Medium,Tier 3,Supermarket Type2,4
21.25,Low Fat,0.010039493,Meat,181.7608,Medium,Tier 3,Supermarket Type2,4
12.15,Non-Edible,0.065026434,Others,253.704,Small,Tier 2,Supermarket Type1,6
14.65,Non-Edible,0.083488992,Household,161.3552,Medium,Tier 1,Supermarket Type1,14
16.35,Non-Edible,0.029420857,Household,256.9646,High,Tier 3,Supermarket Type1,26
13.6,Regular,0.076434542,Fruits and Vegetables,155.8946,Small,Tier 1,Grocery Store,28
9.195,Regular,0.047387144,Frozen Foods,50.8666,Small,Tier 2,Supermarket Type1,6
8.985,Low Fat,0.182514881,Fruits and Vegetables,98.77,Medium,Tier 3,Supermarket Type3,28
15.85,Low Fat,0.108036187,Soft Drinks,57.3904,Medium,Tier 3,Supermarket Type2,4
8.895,Regular,0.039008625,Baking Goods,209.0296,High,Tier 3,Supermarket Type1,26
17.35,Low Fat,0.056235142,Baking Goods,102.0016,Small,Tier 2,Supermarket Type1,6
12.65,Non-Edible,0.042383069,Household,108.0938,Medium,Tier 3,Supermarket Type2,4
12.8,Non-Edible,0.091408076,Others,108.9938,Medium,Tier 3,Supermarket Type2,4
6.92,Low Fat,0.038422076,Dairy,62.5852,High,Tier 3,Supermarket Type1,26
18.25,Low Fat,0.088394115,Frozen Foods,194.7452,Medium,Tier 3,Supermarket Type3,28
18.85,Regular,0.068091318,Dairy,120.644,Small,Tier 2,Supermarket Type1,11
16.7,Low Fat,0.069851683,Fruits and Vegetables,110.9912,Medium,Tier 3,Supermarket Type3,28
18.0,Low Fat,0.072838381,Canned,155.2972,Medium,Tier 3,Supermarket Type3,28
10.0,Regular,0.037764307,Snack Foods,127.2994,Small,Tier 1,Supermarket Type1,16
17.85,Low Fat,0.038040837,Soft Drinks,189.1188,Small,Tier 2,Supermarket Type1,6
8.02,Low Fat,0.110901004,Snack Foods,155.0998,Medium,Tier 3,Supermarket Type3,28
10.1,Low Fat,0.040446145,Canned,118.115,Small,Tier 3,Grocery Store,15
17.7,Non-Edible,0.05089667,Household,125.5678,High,Tier 3,Supermarket Type1,26
20.7,Regular,0.100330684,Fruits and Vegetables,123.4388,Medium,Tier 1,Supermarket Type1,14
15.1,Low Fat,0.1736572165,Snack Foods,195.211,High,Tier 3,Supermarket Type1,26
13.15,Low Fat,0.022795611,Fruits and Vegetables,160.192,Small,Tier 1,Supermarket Type1,16
16.2,Low Fat,0.105498192,Canned,101.47,Small,Tier 3,Grocery Store,15
17.6,Non-Edible,0.02746599,Household,181.5976,Small,Tier 1,Grocery Store,28
15.5,Low Fat,0.053327763,Soft Drinks,44.477,High,Tier 3,Supermarket Type1,26
17.0,Non-Edible,0.052421981,Health and Hygiene,123.773,Medium,Tier 3,Supermarket Type2,4
8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,High,Tier 3,Supermarket Type1,26
16.7,Regular,0.118883724,Fruits and Vegetables,180.3976,Medium,Tier 3,Supermarket Type3,28
11.8,Non-Edible,0.022879017,Health and Hygiene,176.0686,Medium,Tier 1,Supermarket Type1,14
14.3,Low Fat,0.12826315,Frozen Foods,83.4224,Small,Tier 2,Supermarket Type1,6
17.6,Non-Edible,0.082316506,Health and Hygiene,160.692,Small,Tier 2,Supermarket Type1,9
6.675,Non-Edible,0.021648305,Household,35.6874,High,Tier 3,Supermarket Type1,26
8.395,Low Fat,0.039653081,Snack Foods,99.5042,Medium,Tier 3,Supermarket Type2,4
9.5,Regular,0.010914988,Snack Foods,183.8608,Small,Tier 2,Supermarket Type1,9
10.8,Regular,0.048143292,Baking Goods,40.2138,Small,Tier 1,Supermarket Type1,16
20.5,Low Fat,0.119848041,Baking Goods,109.4596,Medium,Tier 3,Supermarket Type2,4
9.6,Regular,0.027399064,Snack Foods,258.3304,Small,Tier 2,Supermarket Type1,11
16.5,Low Fat,0.028476451,Snack Foods,91.0146,Small,Tier 2,Supermarket Type1,11
12.3,Non-Edible,0.052247806,Household,190.853,Medium,Tier 3,Supermarket Type3,28
16.7,Regular,0.071335395,Dairy,120.3782,Small,Tier 3,Grocery Store,15
7.36,Low Fat,0.087559621,Frozen Foods,55.2588,Small,Tier 3,Grocery Store,15
12.6,Regular,0.062700289,Frozen Foods,102.199,Small,Tier 1,Supermarket Type1,16
13.6,Regular,0.043655155,Fruits and Vegetables,156.4946,Medium,Tier 1,Supermarket Type1,14
16.75,Regular,0.008238064,Canned,101.9674,Small,Tier 2,Supermarket Type1,6
11.85,Low Fat,0.13267058,Dairy,96.4726,Small,Tier 1,Supermarket Type1,16
20.5,Non-Edible,0.023179181,Others,154.034,Medium,Tier 1,Supermarket Type1,14
19.0,Low Fat,0.112556507,Frozen Foods,104.9622,Small,Tier 2,Supermarket Type1,6
19.0,Non-Edible,0.129534812,Household,190.1872,Medium,Tier 1,Supermarket Type1,14
7.76,Low Fat,0.059594017,Snack Foods,99.67,Medium,Tier 3,Supermarket Type2,4
18.2,Low Fat,0.089901774,Fruits and Vegetables,197.511,Small,Tier 1,Supermarket Type1,16
12.1,Low Fat,0.016823566,Hard Drinks,178.566,Small,Tier 2,Supermarket Type1,9
19.0,Non-Edible,0.017746826,Health and Hygiene,210.8244,Medium,Tier 1,Supermarket Type1,14
12.1,Non-Edible,0.015521768,Household,165.8526,Small,Tier 2,Supermarket Type1,6
19.1,Low Fat,0.045299563,Dairy,38.8138,Small,Tier 2,Supermarket Type1,9
14.15,Low Fat,0.020714523,Fruits and Vegetables,124.2046,Small,Tier 1,Supermarket Type1,16
18.25,Low Fat,0.060589424,Starchy Foods,162.5526,Small,Tier 2,Supermarket Type1,6
7.55,Regular,0.051794958,Fruits and Vegetables,122.6072,Small,Tier 3,Grocery Store,15
9.3,Low Fat,0.116928924,Frozen Foods,183.3292,Small,Tier 1,Grocery Store,28
8.575,Regular,0.071832909,Dairy,194.1794,Small,Tier 2,Supermarket Type1,9
8.895,Regular,0.039101813,Baking Goods,208.8296,Medium,Tier 1,Supermarket Type1,14
8.63,Regular,0.032960823,Snack Foods,115.0518,Medium,Tier 1,Supermarket Type1,14
18.85,Non-Edible,0.05213575,Health and Hygiene,190.1846,Medium,Tier 1,Supermarket Type1,14
18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,Small,Tier 1,Supermarket Type1,16
14.0,Regular,0.037580877,Frozen Foods,162.6526,Medium,Tier 1,Supermarket Type1,14
11.8,Non-Edible,0.008596051,Health and Hygiene,115.3492,Medium,Tier 3,Supermarket Type2,4
16.5,Non-Edible,0.036641597,Household,178.7318,Small,Tier 1,Supermarket Type1,16
12.15,Non-Edible,0.028642712,Household,149.0708,Medium,Tier 1,Supermarket Type1,14
11.8,Regular,0.179191782,Dairy,224.2772,Small,Tier 3,Grocery Store,15
10.5,Low Fat,0.019033838,Soft Drinks,185.624,High,Tier 3,Supermarket Type1,26
12.65,Low Fat,0.123531974,Meat,108.2938,Medium,Tier 3,Supermarket Type2,4
9.3,Low Fat,0.028498354,Baking Goods,195.8136,High,Tier 3,Supermarket Type1,26
19.7,Low Fat,0.066611321,Snack Foods,178.237,Medium,Tier 3,Supermarket Type3,28
18.85,Low Fat,0.141862435,Canned,171.0132,Medium,Tier 1,Supermarket Type1,14
19.35,Regular,0.018667601,Snack Foods,112.9544,Small,Tier 2,Supermarket Type1,6
18.35,Non-Edible,0.014024028,Household,224.5746,Small,Tier 1,Supermarket Type1,16
11.65,Low Fat,0.13173980200000002,Baking Goods,149.8024,Medium,Tier 3,Supermarket Type2,4
17.85,Low Fat,0.06594351,Frozen Foods,149.105,Small,Tier 2,Supermarket Type1,11
14.15,Low Fat,0.183472595,Soft Drinks,82.0276,Small,Tier 2,Supermarket Type1,9
6.055,Low Fat,0.025460232,Fruits and Vegetables,160.892,Small,Tier 2,Supermarket Type1,11
12.1,Low Fat,0.040439514499999996,Fruits and Vegetables,177.3002,Small,Tier 2,Supermarket Type1,9
5.88,Low Fat,0.003612411,Hard Drinks,154.1998,Small,Tier 2,Supermarket Type1,6
9.3,Regular,0.033431669,Meat,153.1314,Small,Tier 2,Supermarket Type1,9
7.27,Regular,0.020898691,Canned,92.2488,Small,Tier 2,Supermarket Type1,6
18.25,Low Fat,0.078041216,Snack Foods,258.4962,Medium,Tier 3,Supermarket Type2,4
19.2,Regular,0.005611367,Starchy Foods,226.2062,Medium,Tier 3,Supermarket Type2,4
15.6,Regular,0.10589167,Snack Foods,172.6764,Small,Tier 2,Supermarket Type1,6
9.6,Non-Edible,0.006708517,Household,163.9184,Small,Tier 2,Supermarket Type1,9
17.25,Low Fat,0.042413704,Dairy,173.1764,Medium,Tier 3,Supermarket Type2,4
7.27,Low Fat,0.071077939,Soft Drinks,114.2518,Small,Tier 1,Supermarket Type1,16
17.25,Low Fat,0.042037073,Dairy,172.6764,Medium,Tier 3,Supermarket Type3,28
16.1,Regular,0.080010553,Frozen Foods,124.2362,Small,Tier 3,Grocery Store,15
13.0,Non-Edible,0.041621987,Household,253.6014,Medium,Tier 3,Supermarket Type3,28
15.85,Non-Edible,0.020603511,Household,42.7112,Small,Tier 2,Supermarket Type1,6
11.8,Regular,0.106538757,Dairy,222.3772,Medium,Tier 3,Supermarket Type3,28
19.5,Regular,0.030819397,Canned,86.054,Medium,Tier 3,Supermarket Type2,4
9.17,Low Fat,0.103138922,Baking Goods,144.847,Small,Tier 1,Grocery Store,28
9.8,Regular,0.025257508,Meat,248.5408,Small,Tier 3,Grocery Store,15
15.1,Low Fat,0.173833129,Snack Foods,196.511,Small,Tier 2,Supermarket Type1,11
6.67,Regular,0.090456903,Snack Foods,131.2626,Small,Tier 2,Supermarket Type1,6
10.8,Low Fat,0.029001987,Snack Foods,238.6222,Small,Tier 2,Supermarket Type1,11
12.8,Regular,0.114085368,Breads,141.3838,Small,Tier 2,Supermarket Type1,11
7.97,Low Fat,0.034452949,Soft Drinks,172.0422,Medium,Tier 3,Supermarket Type2,4
7.235000000000001,Low Fat,0.057850699,Snack Foods,113.2834,Medium,Tier 3,Supermarket Type3,28
17.85,Low Fat,0.037826873,Soft Drinks,189.7188,Small,Tier 1,Supermarket Type1,16
7.655,Low Fat,0.032125561,Canned,115.7492,Small,Tier 2,Supermarket Type1,6
19.6,Regular,0.041563696,Frozen Foods,47.6376,Small,Tier 2,Supermarket Type1,9
7.05,Low Fat,0.085312137,Snack Foods,107.4912,Medium,Tier 3,Supermarket Type2,4
20.7,Regular,0.114294512,Dairy,94.9436,Medium,Tier 1,Supermarket Type1,14
9.195,Low Fat,0.177354373,Baking Goods,46.6744,Small,Tier 1,Grocery Store,28
4.635,Low Fat,0.14086247,Breads,126.4994,Small,Tier 2,Supermarket Type1,9
15.35,Low Fat,0.014098693,Frozen Foods,37.219,Small,Tier 2,Supermarket Type1,6
19.25,Regular,0.058365706,Frozen Foods,82.1908,Medium,Tier 1,Supermarket Type1,14
15.7,Regular,0.033144603,Fruits and Vegetables,62.7536,Small,Tier 1,Grocery Store,28
12.15,Non-Edible,0.14513989700000002,Health and Hygiene,224.4404,Medium,Tier 3,Supermarket Type2,4
16.2,Low Fat,0.033447756,Soft Drinks,73.9696,Small,Tier 2,Supermarket Type1,11
10.5,Regular,0.019227816,Snack Foods,163.9842,Small,Tier 1,Grocery Store,28
7.63,Regular,0.225476528,Snack Foods,45.1402,Small,Tier 3,Grocery Store,15
7.365,Low Fat,0.042646566,Fruits and Vegetables,225.172,Small,Tier 2,Supermarket Type1,11
20.2,Non-Edible,0.112495847,Household,124.4046,Medium,Tier 1,Supermarket Type1,14
17.7,Non-Edible,0.050929429,Household,129.1678,Small,Tier 2,Supermarket Type1,9
16.75,Low Fat,0.045047439,Snack Foods,186.4556,Small,Tier 1,Supermarket Type1,16
17.75,Low Fat,0.07607772,Baking Goods,112.4544,Medium,Tier 1,Supermarket Type1,14
12.5,Non-Edible,0.006759519,Household,42.8112,High,Tier 3,Supermarket Type1,26
10.8,Low Fat,0.061101383,Soft Drinks,151.9024,Small,Tier 1,Supermarket Type1,16
6.36,Non-Edible,0.010467749,Household,162.9526,Small,Tier 1,Grocery Store,28
10.695,Regular,0.011443222,Snack Foods,73.5038,Medium,Tier 1,Supermarket Type1,14
8.18,Non-Edible,0.0132043,Household,143.8154,Small,Tier 2,Supermarket Type1,6
8.97,Non-Edible,0.093203257,Household,52.7956,Small,Tier 2,Supermarket Type1,11
11.395,Non-Edible,0.03616416,Health and Hygiene,150.1708,Small,Tier 3,Grocery Store,15
18.2,Regular,0.012254429,Fruits and Vegetables,59.9904,Medium,Tier 3,Supermarket Type2,4
10.5,Low Fat,0.052555346,Frozen Foods,89.683,Small,Tier 1,Supermarket Type1,16
11.65,Low Fat,0.13173980200000002,Baking Goods,152.6024,Small,Tier 2,Supermarket Type1,9
5.46,Regular,0.056338482,Canned,184.624,Small,Tier 1,Grocery Store,28
17.75,Non-Edible,0.111209003,Others,107.7912,High,Tier 3,Supermarket Type1,26
5.92,Regular,0.019184026,Soft Drinks,50.3692,High,Tier 3,Supermarket Type1,26
10.195,Low Fat,0.041934387,Snack Foods,44.6428,Small,Tier 2,Supermarket Type1,9
15.2,Non-Edible,0.033592687,Household,108.1912,Small,Tier 2,Supermarket Type1,9
13.3,Low Fat,0.079791176,Dairy,232.73,Small,Tier 2,Supermarket Type1,9
20.35,Low Fat,0.089035961,Dairy,260.5594,Medium,Tier 3,Supermarket Type3,28
8.68,Low Fat,0.008834023,Frozen Foods,100.0384,Small,Tier 2,Supermarket Type1,9
8.84,Regular,0.076995176,Frozen Foods,112.0228,Small,Tier 2,Supermarket Type1,6
14.0,Low Fat,0.030094192,Fruits and Vegetables,215.7192,Small,Tier 1,Supermarket Type1,16
14.8,Low Fat,0.13564792,Meat,190.8846,Small,Tier 3,Grocery Store,15
7.89,Low Fat,0.036207786,Dairy,121.0782,Small,Tier 2,Supermarket Type1,11
9.8,Regular,0.056339618,Breads,84.2908,High,Tier 3,Supermarket Type1,26
14.0,Low Fat,0.052691046,Fruits and Vegetables,216.3192,Small,Tier 1,Grocery Store,28
14.15,Low Fat,0.034868095,Snack Foods,244.1828,Small,Tier 2,Supermarket Type1,11
10.3,Non-Edible,0.195721125,Health and Hygiene,156.463,Small,Tier 3,Grocery Store,15
20.6,Low Fat,0.023448504,Fruits and Vegetables,93.9778,Small,Tier 2,Supermarket Type1,9
8.63,Regular,0.028271345,Canned,170.5422,Small,Tier 2,Supermarket Type1,9
11.35,Regular,0.078758649,Snack Foods,103.0016,Small,Tier 1,Grocery Store,28
18.7,Low Fat,0.088839949,Snack Foods,254.2672,Medium,Tier 3,Supermarket Type3,28
18.25,Regular,0.183579854,Dairy,110.857,Medium,Tier 1,Supermarket Type1,14
12.6,Low Fat,0.05606697,Seafood,50.7982,Small,Tier 2,Supermarket Type1,9
16.7,Regular,0.054739692,Starchy Foods,65.7168,Small,Tier 2,Supermarket Type1,11
19.85,Low Fat,0.005264755,Dairy,264.5884,Small,Tier 2,Supermarket Type1,6
11.5,Low Fat,0.072820885,Fruits and Vegetables,191.253,High,Tier 3,Supermarket Type1,26
7.97,Low Fat,0.021623214,Seafood,107.6596,Medium,Tier 3,Supermarket Type2,4
19.6,Regular,0.041655865,Frozen Foods,48.5376,Small,Tier 2,Supermarket Type1,11
12.15,Low Fat,0.036360676,Breads,166.0184,Small,Tier 3,Grocery Store,15
7.42,Low Fat,0.020474913,Snack Foods,248.4092,Medium,Tier 3,Supermarket Type2,4
13.0,Regular,0.083109455,Canned,195.8426,Medium,Tier 3,Supermarket Type3,28
12.85,Low Fat,0.033018559,Snack Foods,170.4422,Medium,Tier 3,Supermarket Type3,28
13.379904552129222,Regular,0.02974207,Dairy,88.9514,Medium,Tier 3,Supermarket Type3,28
7.55,Regular,0.030992735,Fruits and Vegetables,124.3072,Medium,Tier 1,Supermarket Type1,14
20.5,Low Fat,0.020605032,Fruits and Vegetables,91.083,Small,Tier 1,Supermarket Type1,16
12.15,Regular,0.074729835,Meat,183.795,Small,Tier 1,Grocery Store,28
10.5,Regular,0.093954022,Snack Foods,211.8244,Small,Tier 2,Supermarket Type1,11
10.3,Regular,0.011072421,Snack Foods,85.354,Medium,Tier 3,Supermarket Type3,28
17.75,Low Fat,0.03048292,Dairy,257.2672,Medium,Tier 1,Supermarket Type1,14
12.65,Low Fat,0.03523927,Baking Goods,231.601,Medium,Tier 3,Supermarket Type3,28
15.2,Low Fat,0.083536071,Meat,255.433,Medium,Tier 3,Supermarket Type3,28
9.695,Low Fat,0.029632784,Snack Foods,159.692,Small,Tier 2,Supermarket Type1,11
16.1,Low Fat,0.023613955,Soft Drinks,192.8846,Medium,Tier 1,Supermarket Type1,14
7.325,Low Fat,0.093385381,Fruits and Vegetables,91.3146,Small,Tier 1,Supermarket Type1,16
17.1,Regular,0.047073322,Canned,138.6838,Small,Tier 2,Supermarket Type1,6
12.3,Regular,0.064565202,Starchy Foods,92.9804,High,Tier 3,Supermarket Type1,26
7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,Medium,Tier 1,Supermarket Type1,14
10.1,Regular,0.053574075,Fruits and Vegetables,223.7088,Small,Tier 2,Supermarket Type1,9
16.5,Regular,0.068511103,Canned,103.699,Small,Tier 2,Supermarket Type1,6
6.575,Regular,0.075507758,Breads,146.4444,Small,Tier 1,Supermarket Type1,16
7.63,Regular,0.134684292,Snack Foods,47.0402,Small,Tier 2,Supermarket Type1,9
5.98,Low Fat,0.075711199,Hard Drinks,55.6614,Small,Tier 2,Supermarket Type1,11
18.7,Regular,0.092095924,Meat,183.3292,Small,Tier 2,Supermarket Type1,6
5.945,Non-Edible,0.093026207,Household,128.7652,Small,Tier 1,Supermarket Type1,16
10.3,Low Fat,0.070040195,Dairy,263.0226,Small,Tier 1,Supermarket Type1,16
16.1,Low Fat,0.034501016,Fruits and Vegetables,255.7356,Small,Tier 2,Supermarket Type1,6
9.6,Regular,0.014143673,Snack Foods,187.3872,Medium,Tier 3,Supermarket Type3,28
12.15,Non-Edible,0.02859825,Household,150.4708,Small,Tier 1,Supermarket Type1,16
12.85,Low Fat,0.240268248,Snack Foods,156.463,Small,Tier 1,Grocery Store,28
17.6,Regular,0.039443715,Snack Foods,95.841,Small,Tier 2,Supermarket Type1,6
20.1,Regular,0.054497827,Frozen Foods,152.2366,Small,Tier 3,Grocery Store,15
18.0,Regular,0.142570104,Fruits and Vegetables,88.2514,High,Tier 3,Supermarket Type1,26
14.85,Low Fat,0.09384335,Baking Goods,142.3812,Medium,Tier 3,Supermarket Type2,4
12.6,Regular,0.04152307,Fruits and Vegetables,124.3072,High,Tier 3,Supermarket Type1,26
12.5,Non-Edible,0.00676387,Household,40.8112,Small,Tier 2,Supermarket Type1,9
11.0,Regular,0.087847141,Frozen Foods,155.263,Medium,Tier 1,Supermarket Type1,14
8.01,Low Fat,0.070234306,Hard Drinks,34.9532,Small,Tier 2,Supermarket Type1,9
11.1,Low Fat,0.059846975,Fruits and Vegetables,150.1366,Small,Tier 1,Supermarket Type1,16
15.6,Low Fat,0.117095014,Frozen Foods,78.067,Medium,Tier 1,Supermarket Type1,14
8.68,Low Fat,0.008792907,Frozen Foods,96.7384,Medium,Tier 3,Supermarket Type3,28
6.715,Regular,0.121485195,Baking Goods,40.2454,High,Tier 3,Supermarket Type1,26
11.395,Regular,0.069574013,Meat,232.8616,Small,Tier 2,Supermarket Type1,9
14.8,Regular,0.043982464,Breads,110.657,Small,Tier 2,Supermarket Type1,11
8.575,Low Fat,0.023983258,Soft Drinks,106.328,Medium,Tier 3,Supermarket Type2,4
15.0,Low Fat,0.19899855,Snack Foods,226.5694,Small,Tier 3,Grocery Store,15
11.395,Non-Edible,0.021649904,Health and Hygiene,150.8708,Small,Tier 2,Supermarket Type1,11
16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,Small,Tier 2,Supermarket Type1,6
8.6,Non-Edible,0.032806066,Health and Hygiene,143.6154,Small,Tier 2,Supermarket Type1,6
13.8,Regular,0.107469819,Fruits and Vegetables,77.8012,Small,Tier 3,Grocery Store,15
20.0,Non-Edible,0.058719568,Health and Hygiene,111.0544,Medium,Tier 3,Supermarket Type2,4
6.8,Low Fat,0.065652494,Baking Goods,48.9034,Small,Tier 1,Grocery Store,28
11.65,Regular,0.075849167,Snack Foods,85.1908,Small,Tier 1,Supermarket Type1,16
7.63,Low Fat,0.06105276,Soft Drinks,95.4436,Small,Tier 2,Supermarket Type1,9
8.895,Non-Edible,0.12478924050000001,Household,111.9544,Small,Tier 2,Supermarket Type1,9
5.785,Regular,0.040351229,Snack Foods,181.366,Small,Tier 2,Supermarket Type1,9
12.6,Low Fat,0.048545853,Breads,60.1194,Medium,Tier 3,Supermarket Type3,28
15.2,Low Fat,0.112896669,Soft Drinks,36.0848,Small,Tier 1,Supermarket Type1,16
15.5,Low Fat,0.053480419,Soft Drinks,42.377,Small,Tier 2,Supermarket Type1,11
19.35,Regular,0.076387367,Snack Foods,112.1518,Medium,Tier 3,Supermarket Type3,28
13.5,Regular,0.068010049,Dairy,57.2562,Small,Tier 2,Supermarket Type1,11
16.75,Low Fat,0.18358896,Snack Foods,154.663,Small,Tier 1,Grocery Store,28
17.2,Regular,0.011953902,Canned,164.5184,Medium,Tier 3,Supermarket Type3,28
17.5,Low Fat,0.016767995,Meat,141.418,Small,Tier 2,Supermarket Type1,11
13.5,Regular,0.125469442,Snack Foods,264.491,Medium,Tier 1,Supermarket Type1,14
21.25,Low Fat,0.155250377,Snack Foods,175.737,High,Tier 3,Supermarket Type1,26
11.6,Low Fat,0.0177991355,Canned,178.2686,Medium,Tier 1,Supermarket Type1,14
6.03,Low Fat,0.022703693,Dairy,177.9028,Small,Tier 1,Supermarket Type1,16
8.18,Regular,0.082737261,Frozen Foods,57.3588,Medium,Tier 3,Supermarket Type2,4
16.75,Low Fat,0.045138797,Snack Foods,187.9556,Small,Tier 2,Supermarket Type1,11
12.6,Regular,0.021863506,Fruits and Vegetables,247.0092,Medium,Tier 3,Supermarket Type3,28
15.0,Low Fat,0.049070183,Soft Drinks,61.9168,Small,Tier 2,Supermarket Type1,9
7.5,Low Fat,0.050957715,Canned,122.4072,Medium,Tier 3,Supermarket Type2,4
12.85,Low Fat,0.121914662,Snack Foods,43.5428,Medium,Tier 1,Supermarket Type1,14
17.85,Non-Edible,0.018125948,Health and Hygiene,94.9094,Small,Tier 2,Supermarket Type1,6
6.385,Regular,0.123710526,Snack Foods,37.1874,Small,Tier 1,Supermarket Type1,16
18.75,Non-Edible,0.010365546,Household,207.0954,Small,Tier 1,Supermarket Type1,16
10.5,Non-Edible,0.027430696,Household,171.1106,Small,Tier 2,Supermarket Type1,6
17.7,Regular,0.042716709,Frozen Foods,163.221,Small,Tier 2,Supermarket Type1,6
9.0,Regular,0.120965853,Breakfast,55.8614,Small,Tier 1,Grocery Store,28
19.5,Non-Edible,0.014262413,Household,57.1614,High,Tier 3,Supermarket Type1,26
8.39,Regular,0.024185517,Frozen Foods,115.7176,High,Tier 3,Supermarket Type1,26
19.1,Regular,0.025924623,Fruits and Vegetables,148.0418,Small,Tier 2,Supermarket Type1,11
10.395,Low Fat,0.112271498,Snack Foods,58.222,Medium,Tier 1,Supermarket Type1,14
18.25,Low Fat,0.044430561,Hard Drinks,174.208,Medium,Tier 3,Supermarket Type2,4
18.6,Non-Edible,0.080626601,Health and Hygiene,92.5436,Medium,Tier 1,Supermarket Type1,14
6.63,Regular,0.010886324,Snack Foods,57.2588,Medium,Tier 3,Supermarket Type3,28
12.15,Non-Edible,0.029569276,Household,118.515,Medium,Tier 3,Supermarket Type2,4
18.0,Regular,0.142910689,Fruits and Vegetables,89.6514,Medium,Tier 1,Supermarket Type1,14
19.35,Regular,0.018600249,Snack Foods,110.2544,Small,Tier 2,Supermarket Type1,11
5.325,Regular,0.139464425,Dairy,53.2298,Small,Tier 2,Supermarket Type1,6
11.3,Low Fat,0.056424146,Baking Goods,247.8118,Small,Tier 2,Supermarket Type1,9
8.27,Regular,0.223985293,Soft Drinks,186.2924,Small,Tier 1,Grocery Store,28
15.25,Non-Edible,0.06153089,Household,132.2968,Small,Tier 2,Supermarket Type1,6
5.26,Regular,0.041942549,Baking Goods,165.4868,Medium,Tier 3,Supermarket Type2,4
20.35,Low Fat,0.084273286,Meat,181.7292,Small,Tier 2,Supermarket Type1,6
11.35,Regular,0.023318068,Dairy,182.4608,Small,Tier 2,Supermarket Type1,9
10.8,Low Fat,0.049819857,Fruits and Vegetables,243.2144,Small,Tier 2,Supermarket Type1,11
14.1,Low Fat,0.117091213,Snack Foods,197.9084,Small,Tier 1,Grocery Store,28
8.355,Low Fat,0.188322664,Canned,148.5418,Medium,Tier 3,Supermarket Type2,4
9.06,Non-Edible,0.009791467,Others,213.256,Medium,Tier 1,Supermarket Type1,14
