Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years,Item_Outlet_Sales
10.8,Low Fat,0.028988288,Snack Foods,239.2222,Medium,Tier 1,Supermarket Type1,14,6692.6216
7.6,Regular,0.142699588,Starchy Foods,171.7448,Small,Tier 2,Supermarket Type1,11,4431.5648
9.8,Non-Edible,0.090390357,Others,192.1478,High,Tier 3,Supermarket Type1,26,2324.9736
17.75,Low Fat,0.055159054,Fruits and Vegetables,145.6444,Medium,Tier 1,Supermarket Type1,14,2467.4548
5.92,Regular,0.019200003,Soft Drinks,47.7692,Small,Tier 1,Supermarket Type1,16,492.692
14.15,Low Fat,0.095360186,Soft Drinks,172.3106,Small,Tier 2,Supermarket Type1,9,3251.1014
8.235,Non-Edible,0.014518575,Health and Hygiene,182.195,Medium,Tier 3,Supermarket Type2,4,2380.235
7.42,Regular,0.025886443,Snack Foods,189.1872,Small,Tier 2,Supermarket Type1,6,4727.18
20.85,Low Fat,0.121438886,Snack Foods,196.1452,Medium,Tier 1,Supermarket Type1,14,1565.9616
7.96,Low Fat,0.028357839,Canned,160.7894,Small,Tier 2,Supermarket Type1,6,3235.788
7.655,Low Fat,0.032009653,Canned,117.2492,Small,Tier 2,Supermarket Type1,11,2432.8332
14.15,Non-Edible,0.00879232,Household,195.011,Small,Tier 2,Supermarket Type1,9,1964.11
8.895,Low Fat,0.072545601,Breakfast,176.237,Small,Tier 2,Supermarket Type1,11,1764.37
21.1,Regular,0.020803054,Breakfast,129.7994,Medium,Tier 3,Supermarket Type2,4,1284.994
12.6,Low Fat,0.087436672,Fruits and Vegetables,109.9228,Small,Tier 2,Supermarket Type1,9,663.1368
18.2,Regular,0.066567121,Fruits and Vegetables,250.2092,Medium,Tier 3,Supermarket Type2,4,2988.1104
12.35,Non-Edible,0.041737627,Health and Hygiene,33.1216,Small,Tier 1,Supermarket Type1,16,519.324
7.31,Low Fat,0.026783871,Snack Foods,108.157,Small,Tier 2,Supermarket Type1,9,1098.57
9.42,Regular,0.043690499,Frozen Foods,60.2194,Medium,Tier 3,Supermarket Type3,28,1733.7432
15.0,Low Fat,0.048841794,Soft Drinks,64.7168,Medium,Tier 3,Supermarket Type3,28,3068.0064
17.75,Non-Edible,0.030568919,Others,177.866,Small,Tier 2,Supermarket Type1,11,2336.958
9.195,Non-Edible,0.047827139,Household,105.3622,Medium,Tier 3,Supermarket Type3,28,3387.5904
9.195,Regular,0.122202946,Fruits and Vegetables,100.1016,High,Tier 3,Supermarket Type1,26,1619.2256
12.0,Low Fat,0.033946163,Canned,179.3976,High,Tier 3,Supermarket Type1,26,3440.8544
18.85,Low Fat,0.14095631,Canned,167.7132,Medium,Tier 3,Supermarket Type3,28,3889.6036
7.6,Regular,0.142410775,Starchy Foods,171.9448,Small,Tier 1,Supermarket Type1,16,3749.7856
16.75,Non-Edible,0.032771033,Health and Hygiene,192.3162,Small,Tier 2,Supermarket Type1,6,2308.9944
11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,Small,Tier 1,Supermarket Type1,16,2454.1388
17.75,Non-Edible,0.194874778,Others,110.2912,Small,Tier 1,Grocery Store,28,218.3824
20.25,Regular,0.022507877,Dairy,248.1092,Small,Tier 2,Supermarket Type1,9,4731.1748
6.785,Regular,0.041779181,Meat,43.4112,Medium,Tier 3,Supermarket Type3,28,1107.8912
17.7,Regular,0.016582833,Fruits and Vegetables,50.5034,High,Tier 3,Supermarket Type1,26,1458.102
17.7,Regular,0.042270751,Frozen Foods,162.521,Medium,Tier 3,Supermarket Type3,28,4567.388
16.7,Low Fat,0.070133177,Fruits and Vegetables,109.8912,High,Tier 3,Supermarket Type1,26,873.5296
7.075,Low Fat,0.022548195,Frozen Foods,95.7068,High,Tier 3,Supermarket Type1,26,583.2408
6.465,Low Fat,0.124506117,Canned,264.7884,Small,Tier 1,Supermarket Type1,16,3709.8376
6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,Medium,Tier 1,Supermarket Type1,14,2085.9514
19.6,Non-Edible,0.041355366,Household,88.7514,Medium,Tier 1,Supermarket Type1,14,2656.542
6.96,Low Fat,0.077193561,Soft Drinks,89.9146,Small,Tier 1,Supermarket Type1,16,1277.0044
17.1,Low Fat,0.032761024,Frozen Foods,148.8392,Medium,Tier 3,Supermarket Type2,4,2087.9488
7.565,Non-Edible,0.054630544,Health and Hygiene,57.393,Small,Tier 2,Supermarket Type1,9,735.709
18.25,Low Fat,0.088807455,Frozen Foods,197.3452,Small,Tier 2,Supermarket Type1,9,2740.4328
19.85,Non-Edible,0.064551885,Health and Hygiene,125.2704,Small,Tier 2,Supermarket Type1,11,2127.8968
10.0,Low Fat,0.025867353,Canned,264.6226,Medium,Tier 1,Supermarket Type1,14,4757.8068
8.785,Low Fat,0.025965169000000003,Fruits and Vegetables,123.0414,Small,Tier 3,Grocery Store,15,121.8414
14.8,Non-Edible,0.01946418,Health and Hygiene,196.3794,High,Tier 3,Supermarket Type1,26,1950.794
12.3,Low Fat,0.036997104,Snack Foods,116.4834,Medium,Tier 3,Supermarket Type2,4,1842.9344
14.15,Low Fat,0.035263498,Canned,254.8014,Small,Tier 2,Supermarket Type1,9,2040.0112
20.2,Regular,0.117543713,Baking Goods,197.311,Medium,Tier 1,Supermarket Type1,14,3338.987
15.6,Low Fat,0.116815953,Frozen Foods,75.567,High,Tier 3,Supermarket Type1,26,1684.474
15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,Small,Tier 2,Supermarket Type1,11,2600.6148
17.1,Low Fat,0.128674983,Fruits and Vegetables,111.9886,Small,Tier 1,Supermarket Type1,16,3002.0922
6.75,Regular,0.108458498,Dairy,96.9752,Small,Tier 2,Supermarket Type1,11,958.752
17.6,Regular,0.076276208,Meat,110.9202,Small,Tier 2,Supermarket Type1,11,1687.803
6.63,Regular,0.104183308,Baking Goods,166.15,Medium,Tier 1,Supermarket Type1,14,3828.35
8.895,Low Fat,0.126760908,Breakfast,176.937,Small,Tier 1,Grocery Store,28,352.874
6.425,Low Fat,0.093983518,Fruits and Vegetables,175.5712,Small,Tier 2,Supermarket Type1,6,1230.3984
15.0,Low Fat,0.049038621,Soft Drinks,65.4168,High,Tier 3,Supermarket Type1,26,1661.8368
11.85,Regular,0.055805027,Baking Goods,51.2666,Small,Tier 2,Supermarket Type1,9,410.1328
9.5,Low Fat,0.041065647,Hard Drinks,223.5088,Small,Tier 2,Supermarket Type1,6,4697.8848
7.349999999999999,Regular,0.014295564,Fruits and Vegetables,242.6512,Medium,Tier 3,Supermarket Type3,28,12117.56
5.615,Non-Edible,0.126480422,Health and Hygiene,121.573,Small,Tier 2,Supermarket Type1,6,3202.498
7.075,Low Fat,0.058465268,Dairy,145.3128,Small,Tier 2,Supermarket Type1,11,1869.5664
12.35,Non-Edible,0.163148041,Household,116.6124,Medium,Tier 3,Supermarket Type3,28,3199.8348
19.7,Low Fat,0.066922802,Snack Foods,174.837,Small,Tier 2,Supermarket Type1,9,2999.429
19.75,Low Fat,0.01247354,Fruits and Vegetables,187.5872,Small,Tier 2,Supermarket Type1,11,1323.6104
19.5,Non-Edible,0.014296484,Household,53.7614,Medium,Tier 1,Supermarket Type1,14,1436.7964
9.0,Low Fat,0.081996013,Frozen Foods,216.2534,Small,Tier 2,Supermarket Type1,9,4301.068
19.0,Low Fat,0.127469857,Snack Foods,107.7622,Medium,Tier 3,Supermarket Type3,28,4022.7636
20.2,Non-Edible,0.112227747,Household,123.5046,High,Tier 3,Supermarket Type1,26,2739.1012
10.195,Regular,0.012528611,Meat,195.111,Small,Tier 2,Supermarket Type1,6,3731.809
9.3,Low Fat,0.026818196,Dairy,248.9092,Small,Tier 3,Grocery Store,15,498.0184
16.2,Non-Edible,0.176175402,Health and Hygiene,184.0608,Small,Tier 2,Supermarket Type1,6,2021.3688
17.85,Low Fat,0.051924192,Snack Foods,121.0072,Medium,Tier 3,Supermarket Type3,28,2940.1728
14.75,Non-Edible,0.032862976,Health and Hygiene,238.6906,High,Tier 3,Supermarket Type1,26,4278.4308
11.15,Low Fat,0.099681705,Baking Goods,107.4622,Small,Tier 1,Grocery Store,28,317.5866
18.25,Regular,0.299097859,Dairy,157.863,Small,Tier 1,Grocery Store,28,469.389
9.395,Regular,0.100602552,Baking Goods,88.3856,Small,Tier 2,Supermarket Type1,11,703.0848
8.39,Regular,0.024304264,Frozen Foods,114.0176,Medium,Tier 3,Supermarket Type2,4,1488.7288
13.65,Low Fat,0.035930784,Snack Foods,184.4924,High,Tier 3,Supermarket Type1,26,9069.5276
8.05,Regular,0.078522357,Fruits and Vegetables,257.1646,Medium,Tier 1,Supermarket Type1,14,6183.9504
5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,Small,Tier 1,Supermarket Type1,16,1764.37
13.5,Low Fat,0.0810270905,Baking Goods,88.054,High,Tier 3,Supermarket Type1,26,1211.756
12.0,Regular,0.020411155,Meat,98.6042,Small,Tier 1,Supermarket Type1,16,1091.2462
19.1,Non-Edible,0.177270016,Household,174.0422,Small,Tier 1,Supermarket Type1,16,1724.422
12.85,Low Fat,0.168312678,Frozen Foods,45.906,High,Tier 3,Supermarket Type1,26,885.514
13.6,Regular,0.119077255,Dairy,231.23,High,Tier 3,Supermarket Type1,26,2330.3
19.1,Non-Edible,0.117825569,Household,43.2796,Small,Tier 1,Grocery Store,28,41.2796
5.325,Regular,0.138008431,Dairy,54.8298,Medium,Tier 3,Supermarket Type3,28,1348.245
13.65,Regular,0.0127504945,Snack Foods,55.8588,Small,Tier 2,Supermarket Type1,11,1431.47
19.2,Non-Edible,0.181769264,Others,240.6196,Medium,Tier 3,Supermarket Type3,28,4579.3724
12.8,Regular,0.023526504,Meat,223.5404,Small,Tier 2,Supermarket Type1,9,5626.01
8.92,Non-Edible,0.130191993,Household,176.837,Small,Tier 2,Supermarket Type1,11,2117.244
8.3,Regular,0.038211537,Dairy,87.7198,Small,Tier 1,Supermarket Type1,16,1569.9564
14.85,Regular,0.009930514,Snack Foods,157.463,High,Tier 3,Supermarket Type1,26,2503.408
20.1,Regular,0.022425236,Fruits and Vegetables,226.3036,Small,Tier 1,Supermarket Type1,16,910.8144
8.935,Low Fat,0.040245222,Frozen Foods,54.9298,Medium,Tier 1,Supermarket Type1,14,1348.245
11.6,Regular,0.143897558,Dairy,240.6222,High,Tier 3,Supermarket Type1,26,2868.2664
12.35,Non-Edible,0.041907648,Health and Hygiene,36.2216,Medium,Tier 3,Supermarket Type2,4,346.216
18.6,Non-Edible,0.118180011,Others,56.2588,Small,Tier 1,Supermarket Type1,16,1030.6584
8.785,Low Fat,0.025962714,Fruits and Vegetables,120.9414,Small,Tier 2,Supermarket Type1,9,1949.4624
8.88,Non-Edible,0.098603729,Household,210.727,Small,Tier 2,Supermarket Type1,9,4194.54
12.1,Low Fat,0.020652362,Snack Foods,149.5734,Medium,Tier 3,Supermarket Type2,4,2227.101
16.85,Low Fat,0.139700397,Snack Foods,146.076,Small,Tier 2,Supermarket Type1,6,2636.568
20.5,Low Fat,0.141106202,Starchy Foods,87.9172,Medium,Tier 3,Supermarket Type3,28,3836.3396
11.8,Regular,0.107662745,Dairy,224.1772,Small,Tier 2,Supermarket Type1,6,2890.9036
20.25,Non-Edible,0.026005891,Household,180.9976,Small,Tier 2,Supermarket Type1,11,2716.464
15.1,Regular,0.094037291,Fruits and Vegetables,62.3194,Medium,Tier 1,Supermarket Type1,14,495.3552
9.6,Non-Edible,0.024515221,Health and Hygiene,189.2214,Medium,Tier 1,Supermarket Type1,14,3956.8494
7.825,Non-Edible,0.325780807,Household,252.7698,Small,Tier 1,Grocery Store,28,761.0094
7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,Small,Tier 2,Supermarket Type1,6,3064.0116
9.395,Low Fat,0.103751236,Snack Foods,235.8932,Small,Tier 1,Supermarket Type1,16,942.7728
16.0,Non-Edible,0.099290166,Household,214.0902,Medium,Tier 1,Supermarket Type1,14,1486.7314
8.75,Regular,0.07461309,Fruits and Vegetables,187.4556,Small,Tier 2,Supermarket Type1,9,3755.112
20.7,Low Fat,0.170500183,Canned,184.1266,Medium,Tier 3,Supermarket Type2,4,1659.8394
6.425,Low Fat,0.063532672,Breakfast,133.0626,Small,Tier 2,Supermarket Type1,6,1442.7886
4.88,Regular,0.133868876,Baking Goods,53.1298,Small,Tier 2,Supermarket Type1,9,808.947
12.0,Low Fat,0.075856062,Baking Goods,124.5388,Medium,Tier 3,Supermarket Type2,4,1733.7432
10.195,Low Fat,0.211539389,Canned,110.9886,Small,Tier 3,Grocery Store,15,111.1886
5.86,Regular,0.151159243,Meat,156.6314,Small,Tier 2,Supermarket Type1,11,3257.7594
16.0,Non-Edible,0.072317217,Household,230.2668,Medium,Tier 3,Supermarket Type3,28,8062.838
16.5,Non-Edible,0.036611104,Household,180.9318,High,Tier 3,Supermarket Type1,26,3247.7724
12.85,Non-Edible,0.053527105,Health and Hygiene,185.1608,Medium,Tier 1,Supermarket Type1,14,2388.8904
18.0,Low Fat,0.008533716,Baking Goods,78.5618,High,Tier 3,Supermarket Type1,26,402.809
8.52,Low Fat,0.047377447,Soft Drinks,150.6682,Small,Tier 1,Grocery Store,28,457.4046
15.35,Low Fat,0.013745883,Frozen Foods,62.0168,Medium,Tier 3,Supermarket Type3,28,1534.0032
17.35,Low Fat,0.055648052,Baking Goods,100.3016,Medium,Tier 3,Supermarket Type3,28,2833.6448
20.35,Non-Edible,0.021447102,Household,76.3328,Small,Tier 2,Supermarket Type1,6,1312.9576
9.8,Regular,0.045337184,Baking Goods,36.8874,Medium,Tier 1,Supermarket Type1,14,564.5984
16.7,Regular,0.038606365,Snack Foods,146.5102,Small,Tier 2,Supermarket Type1,11,2770.3938
14.6,Non-Edible,0.059827007,Others,239.2538,Small,Tier 2,Supermarket Type1,6,3605.307
6.765,Regular,0.087187488,Frozen Foods,105.5306,High,Tier 3,Supermarket Type1,26,1567.959
5.925,Regular,0.096000183,Dairy,43.7086,Medium,Tier 3,Supermarket Type3,28,1293.6494
8.395,Low Fat,0.071628097,Hard Drinks,251.904,Medium,Tier 3,Supermarket Type3,28,4301.068
15.5,Low Fat,0.181114059,Snack Foods,141.647,Small,Tier 1,Grocery Store,28,429.441
20.6,Regular,0.046114018,Snack Foods,178.2344,Small,Tier 2,Supermarket Type1,11,1070.6064
6.3,Low Fat,0.127647181,Canned,207.927,Medium,Tier 1,Supermarket Type1,14,2097.27
15.6,Regular,0.06216667,Snack Foods,112.3518,Small,Tier 1,Grocery Store,28,683.1108
20.35,Low Fat,0.054277132,Snack Foods,117.3466,Medium,Tier 3,Supermarket Type2,4,824.9262
7.475,Non-Edible,0.013146636,Household,214.5192,Small,Tier 2,Supermarket Type1,11,2804.3496
9.0,Low Fat,0.068153091,Soft Drinks,36.019,Small,Tier 1,Grocery Store,28,73.238
15.1,Regular,0.157154813,Fruits and Vegetables,60.2194,Medium,Tier 3,Supermarket Type3,28,1733.7432
13.5,Regular,0.017844609,Snack Foods,81.396,High,Tier 3,Supermarket Type1,26,1198.44
6.55,Regular,0.034745307,Breads,158.8288,Medium,Tier 3,Supermarket Type2,4,4399.6064
19.1,Low Fat,0.067520165,Fruits and Vegetables,211.3586,Small,Tier 1,Grocery Store,28,422.1172
18.2,Regular,0.026059557,Baking Goods,241.2196,Small,Tier 2,Supermarket Type1,9,6507.5292
16.25,Low Fat,0.077790204,Canned,93.0804,Medium,Tier 3,Supermarket Type3,28,2940.1728
16.0,Regular,0.173109453,Snack Foods,155.2972,Small,Tier 2,Supermarket Type1,11,3894.93
13.15,Regular,0.03810738,Snack Foods,86.3856,Medium,Tier 3,Supermarket Type2,4,615.1992
6.67,Regular,0.124126756,Snack Foods,88.9514,Small,Tier 2,Supermarket Type1,6,2125.2336
17.6,Non-Edible,0.018905326,Health and Hygiene,234.659,Small,Tier 1,Supermarket Type1,16,8508.924
15.1,Low Fat,0.076229769,Baking Goods,90.483,Small,Tier 2,Supermarket Type1,11,1617.894
7.365,Low Fat,0.042626422,Fruits and Vegetables,227.072,Medium,Tier 1,Supermarket Type1,14,4074.696
17.6,Low Fat,0.058181585,Meat,154.4314,Medium,Tier 1,Supermarket Type1,14,2326.971
9.5,Regular,0.1044548405,Canned,79.596,Small,Tier 1,Supermarket Type1,16,1038.648
7.725,Low Fat,0.047743195,Canned,248.3092,High,Tier 3,Supermarket Type1,26,6474.2392
7.1,Low Fat,0.110234793,Fruits and Vegetables,171.708,Small,Tier 2,Supermarket Type1,11,3115.944
17.7,Low Fat,0.029793955,Snack Foods,167.2816,Medium,Tier 3,Supermarket Type3,28,5704.5744
5.405,Regular,0.053924587,Canned,198.2742,Small,Tier 2,Supermarket Type1,6,4379.6324
10.6,Non-Edible,0.035163639,Health and Hygiene,84.4224,High,Tier 3,Supermarket Type1,26,852.224
12.5,Low Fat,0.020739698,Breads,198.9742,Small,Tier 2,Supermarket Type1,11,995.371
6.36,Low Fat,0.120443298,Fruits and Vegetables,45.406,High,Tier 3,Supermarket Type1,26,1118.544
18.6,Low Fat,0.015769693,Snack Foods,152.1366,Small,Tier 1,Supermarket Type1,16,1813.6392
19.85,Regular,0.020961192,Snack Foods,62.0194,Medium,Tier 3,Supermarket Type2,4,619.194
12.35,Regular,0.186616421,Baking Goods,78.6328,Medium,Tier 3,Supermarket Type2,4,1004.0264
9.3,Low Fat,0.016087659,Dairy,249.6092,Medium,Tier 3,Supermarket Type2,4,5976.2208
15.7,Regular,0.037864721,Frozen Foods,124.1046,Small,Tier 1,Supermarket Type1,16,1120.5414
12.85,Low Fat,0.121702394,Snack Foods,42.7428,Small,Tier 2,Supermarket Type1,9,703.0848
5.785,Regular,0.053930934,Fruits and Vegetables,87.1856,Small,Tier 2,Supermarket Type1,9,1406.1696
6.92,Regular,0.131665479,Breakfast,91.8804,Small,Tier 2,Supermarket Type1,6,275.6412
15.1,Low Fat,0.052339069,Meat,242.7512,Small,Tier 1,Supermarket Type1,16,4119.9704
18.25,Low Fat,0.015302653,Snack Foods,198.0084,Medium,Tier 1,Supermarket Type1,14,793.6336
18.2,Low Fat,0.022074764,Snack Foods,141.418,Small,Tier 1,Grocery Store,28,559.272
5.615,Non-Edible,0.12566436,Health and Hygiene,123.473,High,Tier 3,Supermarket Type1,26,1231.73
15.3,Non-Edible,0.02295878,Household,101.6332,High,Tier 3,Supermarket Type1,26,1845.5976
17.85,Low Fat,0.065810045,Frozen Foods,149.105,Small,Tier 1,Supermarket Type1,16,2247.075
17.1,Low Fat,0.128674983,Fruits and Vegetables,112.3886,Small,Tier 2,Supermarket Type1,11,2334.9606
6.63,Regular,0.174110803,Baking Goods,166.85,Small,Tier 3,Grocery Store,15,499.35
8.75,Regular,0.0746852135,Fruits and Vegetables,188.2556,Medium,Tier 3,Supermarket Type3,28,4693.89
11.6,Regular,0.157718931,Breakfast,168.3474,Small,Tier 2,Supermarket Type1,6,4548.0798
5.905,Low Fat,0.045838211,Canned,222.5456,Medium,Tier 3,Supermarket Type2,4,3315.684
16.7,Regular,0.119462225,Fruits and Vegetables,182.7976,Small,Tier 1,Supermarket Type1,16,1810.976
14.65,Regular,0.099692906,Snack Foods,50.9666,Small,Tier 2,Supermarket Type1,6,717.7324
20.6,Regular,0.048131556,Fruits and Vegetables,187.1556,Medium,Tier 3,Supermarket Type2,4,4693.89
16.5,Low Fat,0.028418817,Snack Foods,92.8146,Small,Tier 1,Supermarket Type1,16,2097.9358
10.5,Low Fat,0.071548187,Frozen Foods,120.2098,Medium,Tier 3,Supermarket Type2,4,602.549
15.1,Low Fat,0.025993423,Frozen Foods,147.4076,Small,Tier 1,Supermarket Type1,16,2808.3444
6.115,Regular,0.007084185,Soft Drinks,191.153,Small,Tier 2,Supermarket Type1,6,3415.554
10.5,Regular,0.0264722655,Baking Goods,143.3128,Small,Tier 1,Supermarket Type1,16,1438.128
9.395,Regular,0.109265987,Soft Drinks,42.3112,Medium,Tier 1,Supermarket Type1,14,980.0576
12.6,Low Fat,0.096212432,Snack Foods,207.2612,Small,Tier 1,Supermarket Type1,16,4390.2852
7.6,Regular,0.142292265,Starchy Foods,171.3448,High,Tier 3,Supermarket Type1,26,3238.4512
17.2,Low Fat,0.156541861,Meat,162.4578,Medium,Tier 1,Supermarket Type1,14,2888.2404
5.78,Regular,0.124110349,Snack Foods,262.3568,Small,Tier 3,Grocery Store,15,790.9704
20.2,Regular,0.039247736,Breakfast,157.663,Small,Tier 1,Supermarket Type1,16,1095.241
12.8,Low Fat,0.069560905,Starchy Foods,263.0252,High,Tier 3,Supermarket Type1,26,2885.5772
8.18,Non-Edible,0.013066448,Household,140.9154,Medium,Tier 3,Supermarket Type3,28,2127.231
6.635,Regular,0.046090204,Frozen Foods,37.1506,Small,Tier 1,Supermarket Type1,16,834.9132
17.5,Low Fat,0.013637046,Frozen Foods,258.5304,Small,Tier 1,Supermarket Type1,16,6199.9296
19.85,Low Fat,0.054245722,Seafood,196.0768,Medium,Tier 3,Supermarket Type2,4,5518.1504
12.15,Non-Edible,0.06479182,Others,254.004,Small,Tier 2,Supermarket Type1,11,2277.036
10.6,Low Fat,0.095064731,Dairy,232.4642,Small,Tier 3,Grocery Store,15,697.0926
14.15,Low Fat,0.037967687,Starchy Foods,125.6046,Medium,Tier 1,Supermarket Type1,14,1618.5598
11.6,Regular,0.078863888,Frozen Foods,83.2276,High,Tier 3,Supermarket Type1,26,1543.3244
13.65,Regular,0.184167712,Canned,213.7902,Small,Tier 1,Supermarket Type1,16,1274.3412
12.1,Low Fat,0.029949818,Soft Drinks,146.3444,Small,Tier 2,Supermarket Type1,6,3773.7544
20.25,Non-Edible,0.148302815,Health and Hygiene,108.3938,Medium,Tier 1,Supermarket Type1,14,2787.0388
16.6,Low Fat,0.026645307,Frozen Foods,53.5614,Medium,Tier 3,Supermarket Type2,4,939.4438
15.7,Low Fat,0.030765898,Hard Drinks,43.277,Small,Tier 2,Supermarket Type1,11,649.155
17.1,Low Fat,0.129140919,Fruits and Vegetables,109.4886,Small,Tier 2,Supermarket Type1,6,1667.829
9.895,Low Fat,0.16817143,Soft Drinks,237.7564,Small,Tier 2,Supermarket Type1,11,3813.7024
8.71,Regular,0.04605781,Dairy,43.8744,Medium,Tier 1,Supermarket Type1,14,633.8416
20.5,Low Fat,0.060847634,Frozen Foods,75.0696,Small,Tier 3,Grocery Store,15,149.1392
18.0,Regular,0.143495952,Fruits and Vegetables,88.7514,Small,Tier 2,Supermarket Type1,6,1062.6168
8.76,Non-Edible,0.050256604,Health and Hygiene,127.3336,Medium,Tier 3,Supermarket Type2,4,2684.5056
19.6,Non-Edible,0.094161662,Household,251.9698,Small,Tier 1,Supermarket Type1,16,4566.0564
9.395,Non-Edible,0.069968018,Others,83.9908,Small,Tier 1,Grocery Store,28,167.7816
15.1,Low Fat,0.076385385,Baking Goods,88.483,Medium,Tier 3,Supermarket Type2,4,988.713
12.15,Non-Edible,0.029569276,Household,115.015,Medium,Tier 1,Supermarket Type1,14,2912.875
17.35,Non-Edible,0.167722519,Household,176.3712,Small,Tier 2,Supermarket Type1,11,1054.6272
14.85,Regular,0.035311852,Fruits and Vegetables,160.9578,Medium,Tier 1,Supermarket Type1,14,4813.734
6.765,Regular,0.087753682,Frozen Foods,105.3306,Small,Tier 2,Supermarket Type1,6,2090.612
9.3,Low Fat,0.04295842,Fruits and Vegetables,89.3172,Small,Tier 2,Supermarket Type1,9,2051.9956
11.8,Regular,0.170251293,Canned,116.4834,Small,Tier 2,Supermarket Type1,9,1958.1178
19.35,Regular,0.137697119,Baking Goods,47.1034,Small,Tier 3,Grocery Store,15,145.8102
5.51,Non-Edible,0.034445116,Health and Hygiene,95.8726,High,Tier 3,Supermarket Type1,26,2153.1972
9.3,Low Fat,0.066727717,Frozen Foods,181.6292,High,Tier 3,Supermarket Type1,26,2371.5796
20.0,Non-Edible,0.058198141,Health and Hygiene,110.4544,Medium,Tier 3,Supermarket Type3,28,4250.4672
13.65,Regular,0.080765853,Frozen Foods,262.8936,Medium,Tier 1,Supermarket Type1,14,4958.8784
9.8,Low Fat,0.043663452,Snack Foods,217.185,Small,Tier 3,Grocery Store,15,432.77
17.1,Low Fat,0.054428368,Breads,85.5566,Medium,Tier 1,Supermarket Type1,14,1860.2452
10.5,Regular,0.011026594,Snack Foods,166.4842,Medium,Tier 3,Supermarket Type2,4,2652.5472
12.65,Low Fat,0.061999648,Baking Goods,230.001,Small,Tier 1,Grocery Store,28,689.103
11.15,Regular,0.008296692,Dairy,150.6708,Small,Tier 2,Supermarket Type1,11,2106.5912
10.3,Regular,0.011189235,Snack Foods,86.654,Small,Tier 2,Supermarket Type1,6,2423.512
9.31,Low Fat,0.038169783,Frozen Foods,64.551,Small,Tier 2,Supermarket Type1,6,1581.275
12.6,Low Fat,0.096756649,Snack Foods,208.7612,Small,Tier 2,Supermarket Type1,6,5226.53
10.5,Low Fat,0.071660976,Frozen Foods,119.7098,Small,Tier 2,Supermarket Type1,6,2410.196
19.1,Non-Edible,0.091917786,Others,182.7608,Small,Tier 1,Supermarket Type1,16,1837.608
6.115,Regular,0.007043008,Soft Drinks,190.353,Small,Tier 2,Supermarket Type1,9,569.259
15.75,Low Fat,0.166174549,Dairy,37.4506,Small,Tier 2,Supermarket Type1,11,1062.6168
13.65,Regular,0.081096613,Frozen Foods,261.2936,Small,Tier 2,Supermarket Type1,6,3131.9232
16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,Small,Tier 2,Supermarket Type1,6,1298.31
17.5,Low Fat,0.013664703,Frozen Foods,258.3304,High,Tier 3,Supermarket Type1,26,3358.2952
16.2,Non-Edible,0.050625182,Household,193.1162,Small,Tier 2,Supermarket Type1,6,2501.4106
14.3,Low Fat,0.127541722,Frozen Foods,84.9224,Small,Tier 1,Supermarket Type1,16,1193.1136
14.3,Low Fat,0.127517605,Frozen Foods,86.0224,Small,Tier 2,Supermarket Type1,9,1022.6688
17.0,Regular,0.138846289,Canned,263.7884,Medium,Tier 3,Supermarket Type3,28,1324.942
18.2,Low Fat,0.270300331,Fruits and Vegetables,38.319,Small,Tier 3,Grocery Store,15,109.857
9.195,Regular,0.122304725,Fruits and Vegetables,99.2016,Small,Tier 1,Supermarket Type1,16,809.6128
13.85,Regular,0.025936747,Frozen Foods,164.921,Medium,Tier 1,Supermarket Type1,14,2609.936
19.85,Low Fat,0.054025644,Seafood,197.2768,Small,Tier 1,Supermarket Type1,16,6503.5344
17.25,Non-Edible,0.113694957,Household,253.4724,Medium,Tier 1,Supermarket Type1,14,6040.1376
11.65,Low Fat,0.173206192,Dairy,53.3298,Medium,Tier 3,Supermarket Type3,28,1078.596
17.5,Low Fat,0.026289984,Snack Foods,253.7356,Small,Tier 2,Supermarket Type1,6,3815.034
19.5,Non-Edible,0.015711807,Household,181.8608,High,Tier 3,Supermarket Type1,26,4042.7376
11.8,Regular,0.026072872,Meat,99.8674,Small,Tier 2,Supermarket Type1,6,1018.674
11.3,Regular,0.066833743,Frozen Foods,257.2962,Medium,Tier 1,Supermarket Type1,14,2330.9658
17.75,Low Fat,0.073055148,Seafood,33.7216,Medium,Tier 3,Supermarket Type3,28,1280.9992
17.5,Low Fat,0.052657753,Snack Foods,103.699,Medium,Tier 3,Supermarket Type2,4,1031.99
10.1,Low Fat,0.024201905,Canned,114.915,Medium,Tier 1,Supermarket Type1,14,2796.36
16.1,Low Fat,0.039463564,Soft Drinks,189.9846,Small,Tier 3,Grocery Store,15,191.0846
9.3,Regular,0.014098693,Snack Foods,197.7084,Small,Tier 2,Supermarket Type1,6,3372.9428
14.3,Low Fat,0.131152799,Baking Goods,78.6328,Small,Tier 2,Supermarket Type1,6,231.6984
